K,precision,recall,ndcg,novelty,hit_rate,coverage,ild
5,0.02091957829662748,0.06233247867696868,0.04528801564442572,5.949892459444643,0.09907821383231219,0.1784934497816594,0.5120502443170319
10,0.018049345918198376,0.10585326990496072,0.060479066830135896,6.086967036689243,0.16349285201744218,0.2445414847161572,0.5155453547791968
20,0.015137715957388088,0.173781179501146,0.0798203296056274,6.2609792629726,0.2538499751614506,0.3411572052401747,0.5214180129325442
