K,precision,recall,ndcg,novelty,hit_rate,coverage,ild
5,0.02174828273875471,0.06718664884391304,0.04912777861751995,6.100455304158137,0.10353423443385774,0.3700873362445415,0.5128413137681813
10,0.018424551296255264,0.11145961345367598,0.06434384911787792,6.322006777053069,0.16790383337026368,0.4546943231441048,0.5158366280606466
20,0.01504819410591624,0.1782657157394342,0.08312069841956296,6.573242719454396,0.25681364945712387,0.5218340611353712,0.5205432921009334
