K,precision,recall,ndcg,novelty,hit_rate,coverage,ild
5,0.022884583540321246,0.07280977962325812,0.051859560454713675,5.810322994521917,0.10906883038030579,0.39246724890829693,0.49434842529947526
10,0.019213997902522494,0.1200316523910654,0.06809019693180178,6.043900474271656,0.17613291383783186,0.5382096069868996,0.4991502075467755
20,0.015877352762598666,0.19461082145081499,0.08895274674318568,6.306588535991977,0.2748799470110945,0.6834061135371179,0.5080631240569624
